Data Medicao,INSOLACAO TOTAL; DIARIO(h),PRECIPITACAO TOTAL; DIARIO(mm),TEMPERATURA MEDIA COMPENSADA; DIARIA(°C),UMIDADE RELATIVA DO AR; MEDIA DIARIA(%),VENTO; VELOCIDADE MEDIA DIARIA(m/s),has_Foco
03/07,2.6,0.0,20.54,82.25,1.88628,0
04/07,3.5,0.9,20.42,89.25,2.40072,0
05/07,2.5,1.5,20.32,89.5,1.54332,0
06/07,6.0,9.3,20.36,82.0,1.54332,0
07/07,6.2,0.0,20.9,81.5,1.54332,0
08/07,8.5,0.0,22.68,62.75,2.9151599999999998,0
09/07,6.5,0.0,21.12,76.0,2.05776,0
10/07,2.9,3.0,21.12,81.0,1.54332,0
11/07,6.5,0.0,22.32,78.0,0.8574,0
12/07,6.6,0.0,21.64,80.5,1.54332,0
13/07,4.6,0.0,20.84,81.0,1.7148,0
14/07,7.2,0.0,21.58,77.5,1.02888,0
15/07,8.1,0.0,21.94,75.0,1.88628,0
16/07,9.7,0.0,20.94,76.75,1.37184,0
17/07,7.2,0.0,21.76,71.75,1.88628,0
18/07,10.2,0.0,22.94,61.5,1.7148,0
19/07,6.3,0.0,22.94,65.25,1.54332,0
20/07,6.1,0.0,23.26,74.25,1.20036,0
21/07,7.2,0.0,23.6,65.25,1.02888,0
22/07,9.7,0.0,23.3,61.75,2.05776,0
23/07,8.2,0.0,21.08,80.25,1.88628,0
24/07,5.2,0.6,21.76,71.5,3.08664,0
25/07,1.8,0.5,20.24,86.75,2.5722,0
26/07,3.4,8.5,20.38,85.25,1.54332,0
27/07,2.2,1.7,19.08,82.75,2.2292400000000003,0
28/07,8.4,0.0,21.96,71.5,1.88628,0
29/07,9.7,0.0,22.48,67.0,1.88628,0
30/07,5.7,0.0,21.04,70.25,2.05776,0
31/07,2.8,0.1,20.48,76.5,2.5722,0
01/08,3.7,0.8,20.64,75.5,2.5722,0
02/08,5.3,0.8,21.66,78.0,1.54332,0
03/08,4.2,0.0,22.26,76.25,2.5722,0
04/08,6.2,2.2,21.96,75.75,2.5722,0
05/08,2.5,0.0,20.28,88.25,2.05776,0
06/08,3.7,4.4,21.06,80.25,1.54332,0
07/08,7.6,0.3,21.64,67.75,1.54332,0
08/08,9.2,0.0,21.92,73.75,1.54332,0
09/08,7.6,0.0,21.68,70.75,1.54332,0
10/08,10.0,0.0,21.88,73.5,1.37184,0
11/08,7.1,0.0,23.56,69.5,2.05776,0
12/08,5.1,0.0,22.64,74.0,2.74368,0
13/08,8.9,0.0,22.58,73.0,2.40072,0
14/08,8.5,0.0,23.2,73.25,1.37184,0
15/08,9.6,0.0,23.46,67.75,1.20036,0
16/08,6.8,0.0,24.3,60.75,2.05776,0
17/08,7.2,0.0,24.54,65.25,2.5722,0
18/08,8.0,0.0,24.38,58.5,3.08664,0
19/08,9.0,0.0,24.38,65.0,3.6010800000000005,0
20/08,9.5,0.0,23.38,62.5,1.54332,0
21/08,9.1,0.0,23.94,51.5,1.54332,0
22/08,10.0,0.0,25.3,54.5,2.2292400000000003,0
23/08,4.8,0.0,23.92,67.75,3.77256,0
24/08,0.8,2.5,20.68,89.5,2.05776,0
25/08,0.0,66.3,20.52,80.5,1.54332,0
26/08,9.1,0.0,23.08,68.25,1.54332,0
27/08,1.7,0.6,21.02,90.25,2.9151599999999998,0
28/08,2.3,42.1,19.94,86.5,1.88628,0
29/08,4.0,0.0,22.42,78.0,1.88628,0
30/08,7.3,1.2,22.3,81.0,2.05776,0
31/08,6.6,0.0,22.18,77.0,1.54332,0
01/09,7.4,0.0,23.02,67.5,1.88628,0
02/09,5.8,0.0,22.12,78.75,3.08664,0
03/09,3.8,2.2,20.96,79.0,2.74368,0
04/09,8.1,3.7,22.7,64.0,2.9151599999999998,0
05/09,1.4,3.0,20.76,85.5,1.88628,0
06/09,7.1,2.1,21.7,77.0,2.2292400000000003,0
07/09,6.3,0.0,22.44,71.75,1.54332,0
08/09,4.8,0.0,22.2,78.0,1.54332,0
09/09,10.9,0.0,23.22,69.25,2.9151599999999998,0
10/09,8.4,0.0,22.82,76.25,1.88628,0
11/09,7.9,0.0,22.08,71.0,2.05776,0
12/09,9.6,0.0,23.6,62.0,3.25812,0
13/09,10.0,0.0,23.44,59.5,2.05776,0
14/09,6.9,0.0,22.66,70.0,2.05776,0
15/09,8.2,0.0,23.64,62.5,2.05776,0
16/09,4.0,0.0,22.52,71.0,1.7148,0
17/09,8.3,0.0,24.62,63.75,3.4296,0
18/09,7.5,0.5,22.96,71.25,1.54332,0
19/09,9.9,0.0,23.06,59.75,1.7148,0
20/09,6.7,0.0,23.12,62.0,1.88628,0
21/09,8.2,0.0,25.36,59.25,1.37184,0
22/09,3.5,0.0,23.3,80.0,1.54332,0
23/09,1.0,7.5,22.22,78.75,2.05776,0
24/09,5.1,0.0,22.78,74.5,1.02888,0
25/09,5.9,0.2,24.8,65.0,2.5722,0
26/09,0.0,0.0,22.14,87.5,2.5722,0
27/09,0.0,6.4,20.86,92.25,1.20036,0
28/09,5.2,2.5,23.22,76.75,1.54332,0
29/09,6.4,0.0,24.7,67.5,2.05776,0
30/09,6.0,0.0,24.04,69.0,1.88628,0
01/10,2.7,0.2,24.08,74.25,1.54332,0
02/10,8.5,0.1,25.34,65.5,2.74368,0
03/10,3.9,1.2,22.44,81.75,2.40072,0
04/10,8.7,0.8,24.88,65.5,1.54332,0
05/10,5.6,0.0,25.6,69.75,1.37184,0
06/10,2.9,2.3,24.18,76.5,0.8574,0
07/10,6.2,21.3,23.86,83.5,1.88628,0
08/10,4.3,15.6,23.28,74.75,1.20036,0
09/10,2.9,105.0,22.78,77.5,1.20036,0
10/10,8.9,0.2,24.28,69.0,2.05776,0
11/10,3.5,0.6,21.9,85.75,2.5722,0
12/10,3.1,1.1,21.96,89.0,1.20036,0
13/10,3.4,8.3,21.54,86.5,1.54332,0
14/10,6.7,1.6,22.66,79.25,1.54332,0
15/10,11.1,0.1,23.54,65.25,2.74368,0
16/10,10.6,0.0,23.96,64.25,2.5722,0
17/10,8.3,2.0,23.58,73.0,2.05776,0
18/10,8.0,0.0,24.36,70.25,1.54332,0
19/10,7.2,0.0,24.18,72.0,1.7148,0
20/10,5.4,0.0,23.84,67.25,1.88628,0
21/10,5.7,0.2,23.1,79.5,1.7148,0
22/10,6.9,0.0,24.24,72.25,1.54332,0
23/10,8.2,0.7,25.48,63.25,1.54332,0
24/10,9.7,0.0,24.44,61.25,1.54332,0
25/10,6.7,0.0,24.68,69.5,1.54332,0
26/10,9.7,0.0,24.46,63.75,2.05776,0
27/10,9.9,0.0,24.96,63.0,2.05776,0
28/10,10.0,0.0,25.96,64.25,2.2292400000000003,0
29/10,9.7,0.0,24.5,70.25,2.9151599999999998,0
30/10,10.7,0.0,25.54,60.0,3.08664,0
31/10,11.0,4.4,25.46,57.25,2.9151599999999998,0
01/11,10.4,0.0,25.04,64.5,1.88628,0
02/11,10.2,0.0,25.48,65.0,2.40072,0
03/11,10.6,0.0,24.66,63.75,2.74368,0
04/11,10.6,0.0,26.18,59.75,2.2292400000000003,0
05/11,2.0,0.0,22.28,76.75,2.40072,0
06/11,10.8,8.7,23.72,62.75,2.40072,0
07/11,6.6,4.0,23.12,77.0,1.54332,0
08/11,5.5,0.8,23.86,71.5,1.7148,0
09/11,6.0,0.0,24.68,73.75,1.54332,0
10/11,5.3,0.0,24.22,74.5,1.7148,0
11/11,2.7,0.0,23.98,73.75,1.02888,0
12/11,4.2,0.0,25.32,71.5,2.5722,0
13/11,0.5,2.8,22.98,86.25,1.54332,0
14/11,1.5,0.9,23.26,80.25,2.05776,0
15/11,1.5,8.9,23.22,82.0,1.88628,0
16/11,0.7,20.3,22.78,88.0,1.20036,0
17/11,2.3,1.2,23.86,83.25,1.54332,0
18/11,4.2,0.0,25.02,78.25,2.05776,0
19/11,0.1,0.2,23.5,76.0,1.20036,0
20/11,0.0,19.1,20.96,82.0,1.54332,0
21/11,6.1,3.3,23.04,76.75,2.40072,0
22/11,7.1,5.2,23.52,75.5,1.54332,0
23/11,7.1,0.0,24.08,77.25,2.40072,0
24/11,9.3,0.0,26.2,67.75,1.37184,0
25/11,9.8,0.0,26.0,63.75,1.7148,0
26/11,9.4,0.0,24.28,62.75,2.5722,0
27/11,11.6,0.0,24.98,58.0,2.9151599999999998,0
28/11,11.4,0.0,25.1,59.25,2.2292400000000003,0
29/11,11.7,0.0,26.74,59.25,2.5722,0
30/11,10.5,0.0,27.42,60.0,2.5722,0
01/12,9.5,0.0,26.34,60.0,1.8666669999999999,0
02/12,10.2,0.0,28.02,57.75,2.233333,0
03/12,4.8,0.0,26.8,60.75,1.4,0
04/12,5.7,0.0,26.06,100.0,0.7,0
05/12,8.8,0.2,27.06,64.5,2.233333,0
06/12,5.4,0.7,26.1,98.5,2.766667,0
07/12,7.3,0.0,25.86,70.5,2.766667,0
08/12,7.0,7.3,26.12,60.5,3.066667,0
09/12,5.6,0.3,25.7,66.0,1.666667,0
10/12,7.5,0.0,26.2,63.5,1.9666669999999997,0
11/12,5.2,0.0,26.22,64.5,1.9666669999999997,0
12/12,7.8,0.0,26.54,67.0,3.066667,0
13/12,0.2,1.4,24.24,74.75,1.7,0
14/12,8.6,0.1,25.7,62.0,1.3,0
15/12,8.5,0.0,25.68,58.25,2.5,0
16/12,3.7,0.1,26.24,60.5,2.233333,0
17/12,10.8,0.0,24.2,67.5,2.566667,0
18/12,8.9,3.1,25.52,60.25,1.9666669999999997,0
19/12,8.6,0.0,25.4,65.0,1.7,0
20/12,3.9,0.0,25.06,65.75,2.766667,0
21/12,10.3,0.2,26.5,60.5,3.333333,0
22/12,3.8,0.3,25.32,65.75,1.9666669999999997,0
23/12,5.8,1.2,25.1,65.5,1.7,0
24/12,5.4,1.1,25.0,71.0,1.133333,0
25/12,8.7,0.1,26.02,57.25,3.0333330000000003,0
26/12,7.7,0.0,26.02,62.0,1.666667,0
27/12,7.4,0.2,26.28,59.25,2.5,0
28/12,4.6,0.0,25.52,62.25,2.766667,0
29/12,7.0,0.0,25.74,62.5,2.333333,0
30/12,5.2,0.0,26.4,58.5,2.5333330000000003,0
31/12,10.6,0.0,26.84,59.5,1.433333,0
01/01,8.1,0.0,27.08,56.75,2.233333,0
02/01,8.9,0.0,27.32,53.75,1.7666669999999998,0
03/01,8.8,0.0,27.7,54.25,1.566667,0
04/01,5.9,0.0,26.26,60.25,0.866667,0
05/01,9.8,0.0,27.22,53.5,1.566667,0
06/01,5.5,0.0,26.32,57.5,1.9666669999999997,0
07/01,9.8,0.5,26.4,55.5,2.233333,0
08/01,10.1,0.0,26.86,56.5,3.3,0
09/01,11.4,0.0,27.36,54.0,2.233333,0
10/01,7.6,0.0,27.3,54.0,1.4,0
11/01,6.5,0.0,27.02,56.75,1.333333,0
12/01,6.5,0.0,27.1,60.0,1.7,0
13/01,7.9,0.2,27.68,53.25,4.066667,0
14/01,6.7,0.0,27.96,53.0,1.433333,0
15/01,5.1,0.0,26.66,58.25,2.1,0
16/01,6.1,0.0,26.8,52.5,1.833333,0
17/01,11.6,0.0,26.76,55.75,2.5,0
18/01,7.4,0.0,26.58,57.25,2.233333,0
19/01,7.5,0.0,27.94,56.25,3.333333,0
20/01,11.1,0.0,27.46,54.75,1.566667,0
21/01,10.6,0.0,27.6,53.0,2.5,0
22/01,10.5,0.0,28.42,49.5,2.766667,0
23/01,4.6,0.0,27.32,56.5,2.766667,0
24/01,5.6,0.0,26.94,56.75,1.633333,0
25/01,7.1,0.1,27.36,54.25,1.3,0
26/01,11.4,0.0,27.2,53.75,1.7,0
27/01,8.8,0.0,27.16,52.0,2.5,0
28/01,7.8,0.0,26.64,64.75,2.233333,0
29/01,5.3,0.4,25.56,63.0,2.5,0
30/01,8.7,2.0,25.98,61.25,2.233333,1
31/01,9.2,0.0,26.5,56.75,1.3,0
01/02,6.6,0.0,27.68,53.75,1.9666669999999997,0
02/02,5.0,0.0,28.06,55.5,2.4666669999999997,0
03/02,6.0,0.0,28.04,52.0,1.7,0
04/02,8.5,0.0,28.72,51.25,1.666667,0
05/02,2.5,0.0,26.06,61.25,1.833333,0
06/02,5.8,0.0,27.64,55.25,1.8,0
07/02,2.7,0.0,27.1,57.75,1.7,0
08/02,5.9,0.0,27.44,54.5,2.233333,0
09/02,0.7,0.1,26.24,65.25,2.5333330000000003,0
10/02,0.0,0.1,25.44,62.75,1.9666669999999997,0
11/02,6.2,0.0,25.16,61.25,1.9666669999999997,0
12/02,2.1,3.2,24.6,68.25,1.9666669999999997,0
13/02,2.9,2.4,23.9,66.25,1.7,0
14/02,3.2,2.8,25.26,61.0,1.166667,0
15/02,0.1,0.0,23.94,70.5,2.233333,0
16/02,5.2,0.0,26.06,60.5,2.6333330000000004,0
17/02,9.2,0.0,27.84,56.75,1.9666669999999997,0
18/02,8.6,5.8,27.12,55.0,2.5,0
19/02,10.7,0.0,27.86,55.5,2.5,0
20/02,9.4,0.0,26.4,60.0,2.5,0
21/02,2.8,13.1,23.28,73.75,1.3,0
22/02,7.3,8.2,25.62,64.75,3.0333330000000003,0
23/02,8.6,0.9,25.34,70.0,1.4,0
24/02,3.4,0.0,25.16,67.5,1.433333,0
25/02,7.4,0.0,26.88,58.5,1.0,0
26/02,6.4,0.3,25.76,60.75,1.133333,0
27/02,10.4,0.0,27.24,51.5,1.9666669999999997,0
28/02,7.8,0.0,27.78,52.75,2.233333,0
01/03,3.1,1.0,26.28,61.0,1.566667,0
02/03,7.2,1.0,27.04,57.0,2.1,0
03/03,11.2,0.0,26.66,57.25,2.233333,0
04/03,11.2,0.0,27.26,52.5,1.9333330000000002,0
05/03,10.8,0.0,27.04,53.5,2.233333,0
06/03,9.7,0.0,26.98,56.75,1.833333,1
07/03,7.5,0.0,27.08,58.0,2.4666669999999997,1
08/03,5.9,0.0,26.62,60.5,2.766667,0
09/03,4.2,0.0,24.82,58.0,2.766667,0
10/03,9.7,0.0,26.82,60.25,3.4,1
11/03,5.7,0.0,25.38,61.25,1.7,0
12/03,8.2,0.0,26.5,60.25,1.566667,0
13/03,7.3,0.0,27.02,56.75,1.9,0
14/03,5.4,0.0,27.56,53.25,2.233333,0
15/03,5.9,0.0,26.18,62.75,2.5333330000000003,0
16/03,3.2,0.0,24.14,78.0,1.0,0
17/03,5.8,0.9,26.44,65.5,2.5,0
18/03,6.2,0.4,24.86,79.75,1.833333,0
19/03,5.7,14.6,25.58,73.25,1.9666669999999997,0
20/03,6.3,0.6,26.4,66.75,1.9333330000000002,0
21/03,9.0,0.0,26.76,58.0,1.9666669999999997,0
22/03,6.2,0.0,26.76,60.5,1.9333330000000002,0
23/03,8.3,0.0,27.36,56.25,1.9666669999999997,0
24/03,4.9,0.0,25.8,66.25,1.9333330000000002,0
25/03,7.0,0.0,26.52,62.5,1.7,0
26/03,6.5,0.0,27.16,56.75,1.566667,0
27/03,9.8,0.0,27.96,55.0,1.9666669999999997,0
28/03,8.8,0.0,28.44,55.25,1.666667,0
29/03,0.0,33.9,23.84,86.0,1.7666669999999998,0
30/03,0.8,10.2,22.94,83.5,1.566667,0
31/03,3.3,24.7,24.14,77.5,1.3,0
01/04,0.0,19.8,21.76,89.5,1.7,0
02/04,0.0,15.6,21.62,91.25,1.7,0
03/04,2.9,0.8,23.68,78.5,1.666667,0
04/04,3.7,56.9,23.8,78.25,1.4,0
05/04,5.9,0.2,24.62,74.25,1.9666669999999997,0
06/04,5.3,0.0,24.82,73.25,1.466667,0
07/04,9.5,0.0,24.06,69.25,2.766667,0
08/04,5.6,0.0,23.9,72.25,1.833333,0
09/04,8.3,0.5,24.76,67.0,2.5333330000000003,0
10/04,10.2,0.0,24.44,70.25,1.666667,0
11/04,8.6,0.0,25.16,66.75,1.7333330000000002,0
12/04,8.2,0.0,26.18,66.25,2.566667,0
13/04,6.3,0.0,25.22,72.25,2.233333,0
14/04,9.4,0.0,25.4,66.75,2.5,0
15/04,9.9,0.0,25.84,65.0,2.766667,0
16/04,9.2,0.0,25.14,66.75,2.766667,1
17/04,5.7,0.0,25.92,66.0,1.533333,0
18/04,7.0,0.0,26.5,63.75,1.7,0
19/04,8.9,0.0,25.4,66.5,2.233333,0
20/04,0.5,0.0,22.34,83.0,1.7,0
21/04,9.0,5.0,23.88,71.0,1.7,0
22/04,4.5,0.0,24.84,69.0,0.966667,0
23/04,5.8,0.0,25.12,66.75,0.2,0
24/04,6.1,0.0,25.78,69.75,1.7,0
25/04,9.1,0.0,25.12,66.5,1.3,0
26/04,7.0,0.0,25.2,66.5,1.166667,0
27/04,8.2,0.0,25.4,69.25,1.233333,0
28/04,8.2,0.0,25.72,68.25,1.7,0
29/04,10.1,0.0,24.98,65.75,2.766667,0
30/04,9.1,0.0,24.4,68.75,3.0333330000000003,0
01/05,8.6,0.0,24.34,69.75,1.633333,0
02/05,1.4,0.0,22.32,85.75,2.766667,0
03/05,0.3,8.1,20.9,86.5,2.233333,0
04/05,5.9,1.9,23.16,75.0,1.7,0
05/05,1.0,0.2,22.26,83.25,1.7,0
06/05,5.7,6.4,22.8,77.0,1.7,0
07/05,7.3,0.0,23.64,71.75,1.4,0
08/05,8.3,0.0,23.44,74.75,1.166667,0
09/05,7.9,0.0,24.54,70.25,2.1,0
10/05,7.5,0.0,24.64,65.25,1.7666669999999998,0
11/05,9.9,0.0,24.38,62.25,2.766667,0
12/05,9.9,0.0,24.08,65.75,1.7,0
13/05,8.4,0.0,22.9,74.75,2.766667,0
14/05,8.8,0.4,24.04,71.75,3.066667,0
15/05,10.0,0.0,24.98,55.0,3.066667,0
16/05,9.9,0.0,25.96,56.0,0.966667,0
17/05,8.1,0.0,24.2,76.0,2.333333,0
18/05,0.0,45.0,21.54,84.75,1.9666669999999997,0
19/05,1.9,1.6,22.64,83.0,1.233333,0
20/05,2.5,0.2,22.8,72.75,2.233333,0
21/05,2.1,4.7,22.12,79.25,0.566667,0
22/05,2.6,0.8,22.5,84.25,1.666667,0
23/05,4.7,7.4,22.84,82.75,2.3,0
24/05,8.0,3.8,23.12,75.25,1.7,0
25/05,5.1,0.8,22.34,82.5,1.4,0
26/05,8.2,9.3,21.68,80.75,2.766667,0
27/05,9.9,0.0,23.12,74.5,3.0333330000000003,0
28/05,3.7,4.8,21.18,87.25,1.9666669999999997,0
29/05,9.1,13.7,21.9,81.25,2.233333,0
30/05,8.1,0.0,21.34,80.75,0.6,0
31/05,4.1,0.0,21.5,82.5,1.566667,0
01/06,4.9,0.0,22.56,78.5,0.666667,0
02/06,5.5,0.0,22.58,79.75,1.7,0
03/06,8.5,0.0,24.3,65.75,2.8,0
04/06,2.8,1.7,21.22,87.5,1.9666669999999997,0
05/06,1.3,4.9,21.44,86.75,2.233333,0
06/06,3.9,1.1,21.48,86.25,2.233333,0
07/06,3.1,0.2,21.46,89.0,2.0,0
08/06,6.1,2.6,21.54,83.0,2.3666669999999996,0
09/06,8.9,0.3,21.9,77.25,2.233333,0
10/06,7.2,0.0,22.18,75.75,1.7,0
11/06,9.2,0.0,21.22,73.5,2.766667,0
12/06,8.6,0.0,22.52,75.25,2.5333330000000003,0
13/06,6.3,0.0,22.52,74.25,1.566667,0
14/06,10.1,0.0,21.84,75.0,2.233333,0
15/06,9.5,0.0,21.62,81.25,2.766667,0
16/06,6.8,4.4,21.74,80.0,2.233333,0
17/06,7.4,0.3,22.34,76.5,2.233333,0
18/06,9.2,0.0,21.4,80.25,2.233333,1
19/06,9.2,0.0,22.02,71.0,2.766667,0
20/06,7.7,0.0,22.44,76.0,1.9666669999999997,0
21/06,9.9,0.0,22.9,72.0,3.6,0
22/06,4.3,2.4,21.46,78.0,2.8,0
23/06,4.4,0.2,21.42,75.25,2.766667,0
24/06,9.0,0.3,21.24,73.25,3.3666669999999996,0
25/06,3.3,0.0,21.04,78.25,2.233333,0
26/06,4.4,0.1,20.5,84.75,2.5333330000000003,0
27/06,2.5,3.1,19.88,91.0,1.9666669999999997,0
28/06,5.0,0.5,19.58,90.0,2.233333,0
29/06,7.4,4.6,20.88,79.25,3.0333330000000003,0
30/06,3.3,0.0,21.06,77.75,2.333333,0
01/07,6.0,9.3,21.84,78.0,1.133333,0
02/07,7.3,3.1,21.36,82.5,1.9666669999999997,0
03/07,0.4,0.0,17.72,89.75,3.066667,0
04/07,2.4,0.5,18.82,74.0,4.066667,0
05/07,4.8,0.0,18.44,82.25,3.3,0
06/07,2.9,0.0,19.02,88.75,2.933333,0
07/07,6.5,2.3,19.6,88.5,3.066667,0
08/07,9.2,1.4,20.14,70.75,2.3666669999999996,0
09/07,6.8,0.5,20.1,74.0,3.333333,0
10/07,4.1,1.2,19.66,88.75,2.233333,0
11/07,4.6,4.8,20.22,77.75,2.5,0
12/07,6.9,0.0,21.4,79.0,3.6333330000000004,0
13/07,6.5,2.6,19.64,84.75,2.766667,0
14/07,1.9,2.4,18.64,80.5,1.7,0
15/07,7.5,2.6,19.64,80.75,1.7,0
16/07,5.5,0.3,20.26,80.25,1.9666669999999997,0
17/07,6.1,0.0,20.38,83.25,2.233333,0
18/07,9.5,0.4,19.5,73.5,1.666667,0
19/07,9.1,0.0,20.34,75.25,2.5,0
20/07,2.6,0.2,20.74,80.5,1.7,0
21/07,6.3,0.0,21.84,77.75,1.233333,1
22/07,8.6,0.3,21.64,61.25,2.233333,0
23/07,10.3,0.0,20.96,59.5,2.766667,0
24/07,2.9,0.0,19.58,90.0,2.233333,0
25/07,8.4,8.4,20.12,78.75,2.5,0
26/07,4.2,0.0,18.68,88.25,3.0333330000000003,0
27/07,7.7,1.0,20.34,75.75,1.1,0
28/07,9.4,0.0,20.2,81.75,2.233333,0
29/07,2.8,6.5,18.46,87.75,2.233333,0
30/07,2.2,1.3,18.9,90.0,2.233333,0
31/07,4.6,0.3,19.36,86.25,2.5,0
01/08,5.7,1.4,20.26,76.25,2.5,0
02/08,6.0,0.0,20.98,75.5,1.9666669999999997,0
03/08,4.7,0.0,20.76,78.5,2.766667,0
04/08,5.6,0.0,21.84,71.5,1.566667,0
05/08,8.4,0.0,22.88,64.5,2.766667,0
06/08,4.8,0.0,22.58,67.5,3.4666669999999997,0
07/08,2.4,0.2,20.0,77.25,2.5333330000000003,0
08/08,8.3,0.0,21.52,70.5,0.7,0
09/08,7.8,0.0,22.02,66.5,1.566667,0
10/08,8.6,0.0,22.54,64.5,3.333333,0
11/08,10.2,0.0,21.24,65.75,2.766667,0
12/08,6.3,0.0,22.6,76.0,1.266667,0
13/08,7.6,0.0,22.0,79.0,1.566667,0
14/08,5.7,0.0,20.54,69.5,1.566667,0
15/08,4.9,0.0,20.68,67.25,2.5,0
16/08,7.4,0.0,20.3,75.75,1.9666669999999997,0
17/08,8.7,0.0,21.86,67.75,1.0,0
18/08,7.1,0.0,22.36,66.0,0.9,0
19/08,8.5,0.0,22.48,59.0,3.8666669999999996,0
20/08,6.4,0.0,22.62,67.0,1.9666669999999997,0
21/08,7.4,0.0,23.5,67.25,2.1,0
22/08,2.8,0.0,21.38,85.5,2.5,0
23/08,6.5,2.4,21.86,73.5,3.066667,0
24/08,6.5,0.0,22.36,74.75,3.3,0
25/08,4.1,0.5,20.52,81.75,1.8,0
26/08,8.4,4.1,21.02,85.0,2.8,0
27/08,4.4,1.0,21.8,75.25,1.3,0
28/08,7.6,0.2,21.62,70.25,1.3,0
29/08,8.4,0.0,22.02,68.5,2.233333,0
30/08,8.1,0.0,21.76,65.0,1.833333,0
31/08,9.5,0.0,22.98,100.0,2.233333,0
01/09,8.6,0.0,23.4,59.0,3.4296,0
02/09,6.6,0.0,20.58,82.5,4.11552,0
03/09,3.4,11.8,20.3,72.5,2.40072,0
04/09,6.8,0.0,21.74,62.75,2.9151599999999998,0
05/09,6.6,0.0,22.56,64.75,3.08664,0
06/09,2.9,0.0,23.22,69.0,2.5722,0
07/09,6.5,0.1,23.58,71.25,3.6010800000000005,0
08/09,7.0,0.0,23.28,65.25,3.08664,0
09/09,7.0,0.0,23.4,63.0,2.9151599999999998,0
10/09,7.2,0.0,22.52,64.0,3.77256,0
11/09,7.1,0.2,22.86,62.25,3.4296,0
12/09,10.0,0.0,22.32,56.25,2.9151599999999998,0
13/09,5.7,0.0,23.06,63.25,2.40072,0
14/09,4.1,0.9,21.36,85.75,3.08664,0
15/09,7.9,2.9,22.54,66.0,2.9151599999999998,0
16/09,7.7,0.5,21.8,78.5,3.94404,0
17/09,2.0,2.8,22.46,73.5,2.5722,0
18/09,4.8,0.0,22.58,65.75,3.25812,0
19/09,4.0,0.9,21.08,85.5,2.40072,0
20/09,8.8,11.1,22.34,69.75,2.5722,0
21/09,5.2,0.5,22.08,73.0,2.5722,0
22/09,8.7,0.9,22.3,73.5,3.4296,0
23/09,8.1,1.0,22.64,71.75,2.05776,0
24/09,6.1,0.0,21.94,77.75,2.05776,0
25/09,4.6,8.0,22.28,73.0,2.05776,0
26/09,9.2,2.3,23.32,67.25,1.54332,0
27/09,6.2,0.2,23.34,69.0,1.88628,0
28/09,7.6,0.0,25.06,58.25,1.37184,0
29/09,7.4,0.0,23.56,67.25,1.88628,0
30/09,9.5,0.0,25.06,57.75,2.74368,0
01/10,6.1,0.0,24.4,61.75,2.40072,0
02/10,10.9,0.0,25.66,57.0,1.54332,0
03/10,10.9,0.0,26.04,53.75,2.05776,0
04/10,9.0,0.0,25.68,57.5,2.40072,0
05/10,6.6,0.0,24.68,62.75,2.9151599999999998,0
06/10,8.4,0.0,24.96,59.25,2.9151599999999998,0
07/10,7.7,1.1,23.78,68.75,1.54332,0
08/10,8.6,0.0,25.04,58.5,2.74368,0
09/10,7.1,0.0,24.86,61.25,3.25812,0
10/10,7.1,0.0,24.6,61.25,1.88628,0
11/10,10.2,0.0,24.18,55.75,2.05776,1
12/10,10.9,0.0,24.72,57.75,2.40072,1
13/10,11.1,0.0,24.9,56.0,1.7148,0
14/10,9.0,0.0,26.84,53.5,2.9151599999999998,0
15/10,8.5,0.0,26.96,56.5,2.9151599999999998,0
16/10,10.0,0.0,25.6,58.25,3.08664,0
17/10,5.6,0.0,22.54,77.25,2.5722,0
18/10,3.7,1.2,22.54,77.0,1.88628,0
19/10,8.7,0.6,24.44,63.75,1.88628,0
20/10,9.8,0.0,26.54,53.75,2.05776,0
21/10,8.1,0.0,27.26,54.0,2.05776,0
22/10,11.3,0.0,26.96,50.5,1.88628,0
23/10,9.3,0.0,26.1,52.75,2.40072,1
24/10,7.9,0.0,25.96,55.25,2.05776,1
25/10,9.7,0.0,26.16,52.75,3.6010800000000005,1
26/10,10.2,0.0,26.56,56.75,2.74368,1
27/10,6.9,0.0,26.4,59.25,2.5722,1
28/10,7.7,0.0,26.2,59.0,2.5722,0
29/10,8.7,0.0,27.44,51.25,2.05776,0
30/10,8.3,0.0,27.12,49.0,2.2292400000000003,0
31/10,3.6,0.0,26.3,56.0,1.88628,0
01/11,1.2,0.7,25.98,77.0,2.40072,0
02/11,4.5,45.1,23.14,84.75,3.08664,0
03/11,0.0,19.6,21.98,83.25,3.6010800000000005,0
04/11,2.7,3.5,23.38,73.75,1.7148,0
05/11,4.2,0.5,25.48,63.5,1.7148,0
06/11,7.4,1.1,25.96,66.25,1.54332,0
07/11,0.0,0.5,22.2,88.0,1.88628,0
08/11,0.2,4.2,24.02,68.0,2.05776,0
09/11,3.7,0.6,24.24,72.25,2.74368,0
10/11,5.1,0.0,23.86,71.25,2.05776,0
11/11,6.2,0.0,25.26,70.25,2.05776,0
12/11,4.9,0.0,26.68,70.0,1.7148,0
13/11,0.3,8.7,23.64,91.0,2.2292400000000003,0
14/11,0.0,47.6,21.58,92.0,1.54332,0
15/11,0.0,13.9,20.34,94.25,1.88628,0
16/11,1.7,3.0,22.02,86.25,2.05776,0
17/11,7.9,8.5,23.38,74.5,1.54332,0
